height,weight,born
213,122,1975
206,107,1975
196,101,1975
201,106,1977
211,117,1975
190,86,1974
190,91,1975
193,106,1974
206,115,1976
211,97,1975
213,107,1976
206,99,1977
218,99,1980
203,128,1977
196,95,1976
178,74,1975
206,131,1976
206,108,1968
185,91,1975
213,124,1974
201,96,1978
188,77,1976
180,72,1974
188,89,1979
211,91,1981
211,104,1976
203,99,1972
208,111,1977
201,97,1975
196,88,1973
196,88,1973
203,124,1979
193,95,1976
196,85,1977
185,86,1975
193,80,1977
190,83,1976
190,94,1979
193,83,1975
206,122,1975
211,115,1975
211,107,1977
190,88,1977
203,99,1977
196,103,1978
196,98,1974
198,83,1978
188,89,1975
203,100,1976
196,97,1962
193,92,1976
201,96,1976
203,117,1976
193,83,1954
203,98,1979
206,125,1977
190,89,1976
201,97,1977
213,127,1976
198,98,1979
201,99,1978
206,102,1971
188,79,1975
208,99,1979
206,108,1976
190,88,1978
203,97,1977
196,92,1977
221,113,1976
196,86,1976
203,95,1976
206,111,1977
198,95,1949
188,83,1977
198,97,1973
201,118,1977
206,107,1976
188,86,1976
190,81,1974
190,81,1974
213,99,1976
185,83,1973
216,115,1980
185,80,1978
196,92,1976
213,104,1975
203,111,1977
188,92,1977
193,88,1973
183,79,1975
196,90,1980
190,88,1980
178,90,1979
206,118,1978
206,111,1973
183,86,1978
208,99,1976
208,99,1976
211,113,1975
190,83,1978
203,99,1980
185,81,1978
185,81,1965
190,83,1970
193,83,1954
218,142,1973
211,99,1977
206,113,1972
206,108,1976
211,117,1978
206,106,1977
201,101,1977
213,122,1977
193,95,1978
208,113,1979
213,120,1979
206,95,1981
203,98,1980
208,106,1978
211,112,1976
203,111,1973
206,107,1975
203,108,1976
201,99,1975
208,108,1981
206,100,1977
190,83,1974
201,98,1977
201,98,1978
196,97,1978
216,115,1979
198,99,1979
198,101,1980
201,97,1976
198,95,1955
213,104,1978
193,88,1977
216,116,1976
211,113,1977
208,102,1965
196,95,1981
206,102,1979
208,117,1973
218,129,1979
208,99,1979
196,90,1973
211,111,1977
208,122,1973
213,115,1977
208,115,1978
208,111,1978
190,86,1982
196,85,1980
188,91,1979
211,131,1975
203,99,1978
190,90,1979
213,116,1978
208,111,1979
193,83,1980
218,114,1979
188,79,1923
213,110,1979
201,100,1981
211,122,1982
188,85,1979
216,108,1982
180,75,1978
193,88,1973
193,88,1973
183,83,1979
213,133,1982
211,115,1981
213,136,1982
211,122,1975
196,99,1978
193,95,1975
185,86,1971
193,87,1981
208,99,1981
203,99,1976
213,113,1980
208,99,1982
203,99,1978
196,90,1979
206,109,1979
213,121,1979
213,99,1981
188,85,1975
201,105,1980
201,90,1947
211,120,1978
206,99,1981
206,100,1979
211,111,1980
180,81,1978
188,83,1982
208,102,1980
206,117,1981
213,116,1972
198,99,1981
196,86,1979
198,90,1979
188,84,1981
206,109,1978
206,102,1976
201,95,1980
208,106,1980
185,83,1978
206,116,1978
190,88,1978
198,95,1976
193,90,1979
216,117,1979
201,97,1982
185,88,1979
203,95,1959
216,111,1978
211,113,1980
206,97,1975
203,102,1977
203,117,1979
206,117,1981
206,117,1981
185,72,1968
211,113,1973
201,103,1980
201,97,1979
183,86,1978
190,74,1978
208,117,1978
203,111,1980
211,108,1978
198,92,1977
198,95,1977
208,113,1981
208,104,1980
196,90,1980
193,81,1980
201,99,1973
211,113,1982
216,111,1975
203,106,1979
198,97,1981
201,89,1978
203,102,1980
211,104,1981
193,95,1979
201,102,1979
193,86,1981
196,90,1980
229,140,1980
193,86,1979
206,100,1980
211,112,1979
201,111,1979
185,79,1979
193,86,1981
206,96,1980
190,83,1978
211,113,1976
201,95,1971
211,120,1977
198,97,1980
201,95,1979
211,106,1983
198,102,1976
208,104,1977
203,97,1980
208,111,1982
218,108,1979
213,102,1983
183,77,1922
201,94,1980
208,100,1982
178,83,1979
193,86,1956
206,108,1968
203,100,1981
201,95,1981
203,108,1984
188,90,1981
190,87,1982
203,95,1952
208,107,1980
185,81,1980
190,78,1980
196,97,1980
213,108,1980
211,106,1984
203,111,1976
211,106,1981
198,96,1980
196,95,1976
206,106,1980
185,86,1982
198,90,1981
188,77,1955
203,113,1982
203,97,1978
201,94,1981
206,90,1984
213,106,1976
201,92,1977
201,92,1977
196,95,1977
206,108,1981
198,92,1981
190,99,1980
193,90,1981
208,108,1973
198,92,1978
203,106,1980
201,99,1981
193,86,1981
201,95,1980
201,117,1980
203,113,1984
208,95,1979
203,92,1980
190,83,1976
190,81,1949
213,120,1982
203,96,1981
201,96,1981
211,124,1985
185,77,1980
188,85,1979
213,113,1985
206,95,1984
211,122,1984
211,122,1984
201,111,1981
196,99,1980
208,122,1984
198,97,1982
201,88,1982
188,79,1981
203,102,1980
206,112,1978
203,124,1982
198,97,1977
226,124,1983
193,99,1982
203,106,1980
206,113,1980
203,102,1971
193,96,1982
211,127,1980
203,97,1985
185,79,1979
178,78,1982
211,108,1986
193,86,1979
208,106,1980
185,90,1980
208,113,1985
190,81,1976
183,81,1980
203,95,1983
208,115,1980
203,97,1982
198,104,1982
206,99,1985
185,83,1982
206,124,1979
213,124,1981
196,104,1982
188,90,1981
208,108,1981
190,90,1983
190,87,1983
213,127,1982
211,120,1985
206,106,1985
198,97,1984
198,97,1984
190,90,1981
208,131,1985
185,81,1974
216,117,1980
206,95,1982
178,78,1975
213,108,1983
198,90,1974
201,87,1985
206,106,1977
183,86,1982
201,102,1979
208,114,1982
226,117,1985
226,117,1985
203,108,1982
211,115,1982
198,95,1980
198,88,1981
221,138,1985
188,86,1920
188,86,1920
213,106,1944
198,102,1983
208,113,1981
198,100,1977
213,111,1985
175,74,1980
183,74,1985
193,94,1975
198,97,1973
190,92,1982
208,123,1982
208,99,1981
201,88,1984
193,81,1983
208,99,1960
206,92,1985
196,83,1983
198,99,1982
218,108,1986
213,113,1981
196,97,1983
203,113,1985
208,122,1983
211,106,1986
213,117,1984
190,92,1979
213,129,1987
183,83,1983
190,90,1981
185,79,1982
203,113,1983
190,83,1985
190,83,1983
206,102,1981
185,92,1984
190,85,1982
201,95,1972
211,115,1983
206,113,1982
201,88,1981
201,113,1982
201,102,1982
198,97,1982
206,100,1983
201,95,1982
201,92,1986
193,94,1982
190,81,1979
198,108,1983
190,83,1982
201,95,1983
206,102,1979
190,90,1983
193,88,1976
206,108,1987
208,95,1952
203,111,1985
206,92,1987
201,102,1942
193,97,1980
206,86,1982
201,117,1983
206,120,1984
193,93,1984
185,79,1983
185,79,1983
203,99,1983
213,89,1977
208,111,1975
193,90,1980
183,79,1985
213,112,1986
206,102,1983
188,86,1983
208,108,1983
196,83,1955
206,108,1982
175,81,1984
196,95,1981
193,83,1978
216,115,1982
206,115,1983
203,97,1981
185,81,1982
208,117,1985
198,81,1982
201,88,1983
208,112,1983
211,105,1984
196,95,1985
198,92,1982
206,99,1982
216,102,1952
208,117,1982
190,90,1984
206,90,1969
185,89,1982
201,95,1984
211,102,1962
190,88,1981
193,99,1984
196,91,1984
211,117,1985
206,99,1982
211,106,1984
208,106,1984
196,99,1983
203,94,1984
203,94,1984
213,111,1985
183,92,1983
208,107,1984
198,93,1983
193,81,1955
206,111,1981
193,92,1985
201,92,1984
198,99,1984
188,88,1982
211,122,1984
201,102,1982
190,79,1984
188,81,1986
196,99,1981
193,96,1983
206,111,1977
203,104,1986
201,97,1983
188,86,1986
216,127,1981
188,79,1979
203,104,1984
206,102,1979
188,83,1984
213,108,1984
216,104,1984
208,106,1987
206,108,1983
208,104,1984
198,83,1984
208,129,1983
183,92,1986
201,90,1982
208,102,1985
196,87,1984
203,108,1982
206,108,1983
203,111,1985
208,120,1986
203,92,1984
198,104,1984
208,102,1983
213,117,1986
208,111,1983
203,108,1984
198,106,1983
188,83,1983
188,86,1984
188,86,1984
198,83,1984
190,79,1986
185,84,1986
198,97,1984
201,99,1984
201,99,1984
206,106,1986
208,107,1983
201,113,1983
201,90,1969
193,88,1982
206,97,1986
206,97,1986
206,97,1986
206,131,1976
208,102,1984
185,89,1982
185,91,1975
185,91,1975
196,95,1985
188,86,1984
211,113,1981
198,102,1985
206,111,1982
196,95,1986
206,84,1986
183,73,1985
203,102,1987
185,79,1987
190,83,1958
196,90,1987
208,104,1984
206,131,1986
188,87,1985
201,102,1985
206,108,1988
211,106,1985
216,130,1986
196,102,1985
211,108,1984
213,122,1984
196,88,1941
183,80,1986
198,108,1983
216,111,1988
208,111,1986
213,108,1987
196,97,1983
206,112,1983
193,97,1983
203,97,1982
190,88,1985
211,113,1986
206,99,1985
208,108,1987
203,92,1980
203,92,1980
203,97,1984
211,104,1985
213,105,1985
218,108,1985
201,97,1981
193,77,1986
206,122,1984
216,111,1984
206,108,1980
190,86,1986
208,111,1983
211,113,1977
211,113,1977
196,95,1986
203,99,1983
203,86,1943
188,88,1985
211,117,1984
211,117,1984
208,104,1960
208,106,1986
211,102,1962
203,102,1987
201,95,1985
203,100,1988
218,112,1988
203,104,1986
208,108,1988
206,106,1988
206,106,1988
203,90,1988
190,90,1988
206,106,1989
193,92,1923
188,86,1986
196,95,1986
203,121,1983
201,90,1987
190,86,1986
198,83,1985
208,102,1988
216,115,1985
216,115,1985
193,97,1988
211,102,1988
218,115,1985
198,99,1987
218,122,1986
218,122,1986
190,85,1986
213,112,1985
203,102,1986
206,114,1985
208,127,1986
196,88,1983
196,98,1984
211,120,1988
213,120,1989
206,105,1985
196,90,1985
213,124,1988
213,115,1988
208,113,1988
201,99,1984
201,99,1984
201,99,1984
213,122,1988
196,95,1985
193,90,1985
213,113,1988
208,92,1989
190,86,1988
198,99,1985
206,111,1986
183,83,1985
208,115,1987
188,74,1986
185,83,1946
203,108,1985
196,83,1984
196,83,1984
198,91,1986
198,92,1986
190,90,1988
190,90,1988
206,108,1968
206,92,1985
208,104,1943
188,83,1945
188,83,1945
183,77,1988
201,122,1989
201,115,1987
185,72,1968
201,94,1988
203,97,1986
206,102,1988
208,102,1988
183,79,1987
203,104,1987
190,86,1986
190,86,1988
211,99,1988
201,100,1989
188,88,1986
193,90,1987
198,99,1989
183,83,1989
185,83,1986
198,102,1987
206,102,1985
206,83,1985
206,100,1957
201,107,1986
206,113,1985
196,99,1989
208,106,1987
193,92,1990
190,86,1984
211,108,1984
208,106,1989
190,86,1986
196,90,1985
185,77,1989
208,104,1987
206,113,1987
188,86,1984
201,104,1985
180,88,1987
185,77,1959
190,79,1987
193,95,1987
203,111,1985
213,124,1989
213,124,1989
203,104,1988
193,79,1960
188,84,1988
198,88,1986
221,119,1987
193,92,1987
198,99,1987
198,99,1985
201,111,1986
216,113,1988
211,113,1988
206,99,1990
198,96,1989
213,115,1986
206,102,1989
185,86,1989
203,103,1987
208,104,1987
188,81,1990
206,124,1988
180,92,1987
211,111,1986
211,122,1990
196,95,1986
208,108,1989
190,86,1984
206,97,1989
213,108,1986
206,90,1987
213,108,1962
196,95,1989
208,120,1991
201,95,1988
201,99,1985
206,99,1990
208,113,1989
203,111,1988
196,83,1989
203,102,1990
198,102,1986
198,99,1991
201,102,1987
180,79,1983
196,107,1920
183,77,1949
201,97,1987
203,99,1975
206,106,1988
190,90,1988
211,120,1990
216,124,1986
213,106,1987
193,95,1984
201,95,1983
206,104,1989
211,139,1986
211,139,1988
201,99,1988
193,86,1986
206,117,1989
211,106,1988
206,129,1989
190,86,1984
211,138,1986
183,79,1988
211,111,1985
196,104,1990
201,102,1988
201,99,1988
208,108,1987
190,92,1988
198,98,1987
193,88,1990
193,92,1989
213,120,1989
206,117,1989
208,113,1985
208,106,1954
206,115,1992
196,90,1989
198,97,1991
201,99,1989
201,99,1984
188,79,1988
206,113,1984
180,83,1985
190,81,1987
203,103,1989
213,120,1987
180,83,1988
188,88,1989
211,99,1986
190,90,1988
178,72,1948
208,102,1989
208,124,1989
196,86,1987
190,86,1967
196,81,1989
201,95,1987
203,85,1990
206,104,1988
190,87,1992
190,94,1990
190,99,1989
178,81,1983
203,104,1984
206,113,1987
213,114,1986
190,87,1991
211,111,1992
211,111,1992
178,78,1975
196,90,1990
201,104,1991
193,92,1990
208,103,1989
198,94,1988
190,92,1990
208,102,1986
208,102,1986
193,86,1991
188,88,1925
188,88,1925
208,115,1990
188,99,1986
208,104,1988
203,105,1986
193,87,1990
188,83,1991
196,99,1990
196,92,1988
203,104,1989
190,92,1988
188,86,1987
188,83,1988
211,117,1985
198,90,1988
185,81,1961
203,106,1988
206,102,1988
206,107,1991
201,97,1990
208,102,1955
206,107,1991
208,117,1991
198,92,1986
211,108,1990
213,117,1990
203,95,1964
190,90,1984
196,86,1989
188,83,1951
203,102,1988
201,108,1990
180,83,1986
190,92,1945
198,79,1991
208,117,1986
196,91,1989
196,93,1993
185,83,1988
206,101,1988
206,108,1984
198,106,1990
193,88,1991
206,97,1968
206,97,1968
211,126,1993
198,90,1988
211,115,1989
201,92,1992
208,113,1987
190,83,1947
201,104,1990
190,92,1987
206,97,1993
211,103,1990
198,83,1989
208,108,1985
193,97,1991
196,99,1989
201,95,1970
203,100,1990
203,113,1989
211,106,1991
206,114,1992
201,95,1988
201,105,1993
213,117,1987
193,95,1991
196,83,1992
216,111,1992
190,88,1990
185,92,1990
193,90,1991
213,115,1990
203,106,1991
203,106,1990
206,95,1992
213,100,1990
211,112,1990
196,83,1990
206,113,1989
208,113,1990
211,115,1988
211,112,1988
190,83,1977
193,90,1992
185,78,1985
208,107,1991
201,93,1991
213,122,1989
203,107,1988
206,98,1991
198,86,1988
208,112,1990
203,103,1988
206,117,1992
193,79,1960
190,83,1990
188,85,1993
206,109,1985
213,120,1992
206,104,1988
193,102,1991
188,90,1991
198,92,1993
211,111,1987
213,114,1990
213,115,1993
211,100,1994
211,117,1982
196,102,1990
203,111,1993
193,90,1992
196,85,1990
201,92,1991
185,86,1992
190,86,1989
198,96,1989
196,92,1993
183,91,1991
198,86,1991
196,92,1986
190,79,1991
206,97,1990
198,95,1992
188,83,1990
193,92,1991
203,97,1987
208,108,1991
213,111,1989
193,89,1990
211,109,1990
201,99,1987
211,117,1988
198,91,1990
196,86,1991
216,111,1992
196,90,1994
190,86,1988
213,117,1990
203,108,1989
201,102,1991
201,92,1989
203,97,1989
201,94,1993
211,104,1991
216,113,1990
180,79,1992
201,88,1992
216,117,1993
190,86,1991
190,86,1991
196,88,1993
190,86,1988
201,92,1966
198,101,1992
208,104,1990
196,88,1989
211,108,1991
190,87,1991
201,92,1990
193,95,1992
213,107,1991
206,115,1987
211,111,1990
203,89,1993
180,79,1991
213,113,1988
196,83,1955
185,78,1993
183,83,1990
201,90,1991
203,97,1990
203,97,1990
201,90,1993
203,93,1991
178,79,1990
203,95,1959
213,104,1990
193,86,1991
213,108,1992
196,94,1994
208,108,1991
206,104,1993
206,113,1990
203,111,1991
226,163,1992
206,113,1991
198,92,1992
193,97,1992
190,83,1974
206,98,1995
206,98,1995
183,83,1991
196,94,1988
196,87,1992
206,117,1991
185,74,1992
196,97,1991
198,90,1993
196,90,1989
203,95,1991
201,95,1990
190,87,1994
198,86,1995
185,77,1990
188,90,1991
206,99,1995
206,111,1990
203,95,1994
193,83,1991
206,102,1990
206,102,1990
193,95,1994
198,99,1991
203,93,1992
203,102,1987
206,98,1990
208,106,1993
190,91,1992
193,84,1992
193,95,1990
213,111,1991
211,99,1991
196,85,1995
185,88,1989
198,90,1992
198,90,1992
198,90,1992
203,102,1992
208,115,1992
190,90,1987
198,102,1987
208,99,1991
208,107,1991
185,79,1991
211,103,1994
213,109,1992
213,127,1994
206,116,1993
203,102,1990
203,113,1995
208,107,1991
193,83,1994
211,108,1991
206,113,1994
208,103,1986
211,106,1983
193,99,1994
183,74,1991
198,92,1993
180,74,1991
206,119,1994
208,108,1995
208,108,1995
208,104,1990
208,104,1990
211,113,1991
203,90,1995
203,90,1995
198,97,1995
203,111,1995
198,103,1993
201,92,1992
185,83,1992
208,108,1988
198,93,1996
206,111,1981
213,108,1993
206,113,1991
201,105,1992
196,93,1993
198,102,1993
198,94,1992
206,104,1994
206,99,1991
201,98,1991
208,124,1992
203,95,1994
203,108,1994
198,95,1994
203,97,1995
198,92,1993
201,99,1995
208,111,1993
190,90,1983
201,104,1991
201,104,1991
203,111,1995
203,99,1944
208,113,1995
188,88,1996
213,109,1993
211,117,1985
206,99,1996
208,106,1995
221,131,1988
208,108,1994
208,108,1994
211,90,1995
198,83,1991
216,111,1986
203,106,1994
201,83,1993
196,90,1996
196,90,1996
185,81,1992
185,81,1992
211,124,1995
201,92,1995
196,102,1991
190,83,1994
221,116,1989
211,104,1995
221,108,1995
193,97,1993
206,106,1942
198,90,1993
188,86,1994
188,86,1994
185,83,1924
208,122,1987
221,117,1992
201,89,1992
213,110,1995
211,110,1996
198,91,1996
188,74,1992
198,90,1948
201,102,1996
211,99,1995
196,83,1992
188,81,1992
198,86,1993
193,99,1993
193,91,1996
196,88,1996
198,95,1994
216,102,1997
206,106,1995
208,95,1992
206,106,1994
196,97,1992
193,97,1992
201,88,1993
208,105,1997
190,86,1992
188,83,1993
211,107,1996
190,86,1989
206,99,1996
193,95,1994
211,111,1997
213,113,1994
175,79,1995
183,81,1993
203,99,1993
190,86,1993
198,95,1993
201,90,1992
196,97,1994
188,83,1987
198,99,1993
198,99,1993
198,96,1994
206,104,1995
211,108,1994
193,97,1993
201,93,1993
206,86,1997
185,91,1994
178,81,1991
208,95,1979
190,83,1976
203,100,1990
206,97,1989
211,102,1996
193,81,1990
206,95,1994
201,92,1994
206,115,1993
198,92,1995
216,97,1997
201,83,1995
196,90,1992
193,92,1991
196,77,1996
193,93,1997
206,90,1992
203,104,1993
193,94,1993
211,111,1993
208,111,1996
216,108,1997
193,81,1968
211,111,1990
213,112,1995
201,107,1993
198,88,1994
188,83,1993
198,92,1996
211,108,1996
208,101,1994
201,95,1991
196,104,1994
206,104,1994
211,115,1997
211,115,1997
190,77,1994
213,117,1994
178,68,1996
206,100,1993
198,96,1993
183,88,1994
183,88,1994
203,92,1992
193,96,1995
198,97,1969
208,108,1992
213,108,1996
203,97,1994
216,120,1997
